nome_blox,status,nome_curso,Record Count,area_conhecimento
Indicadores financeiros básicos,ongoing,Pós-Graduação em Liderança para Transformação Digital 4.0,6,1
Seja um coach,pending,Extensão em Negócios e Inovação,6,1
Conhecendo a estatística,cancelled,Pós-Graduação lato sensu em Processos Inovadores de ensino e aprendizagem na Educação Profissional (Senai),6,1
Contabilidade Para Não Contadores,cancelled,Pós-Graduação lato sensu em Processos Inovadores de Ensino e Aprendizagem na Educação Básica (Sesi),6,1
Refletindo sobre o nosso papel - como a filosofia nos ajuda a entender a sociedade,cancelled,Pós-Graduação lato sensu em Processos Inovadores de ensino e aprendizagem na Educação Profissional (Senai),6,1
Desafios da EJA,cancelled,Pós-Graduação lato sensu em Processos Inovadores de Ensino e Aprendizagem na Educação Básica (Sesi),6,1
Criando projeto de estágio para educação infantil,cancelled,Pós-Graduação lato sensu em Processos Inovadores de Ensino e Aprendizagem na Educação Básica (Sesi),6,1
O planejamento do ensino: preparando a aula,pending,Pós-Graduação lato sensu em Processos Inovadores de Ensino e Aprendizagem na Educação Básica (Sesi),6,1
Montando uma seleção excelente de profissionais,cancelled,Pós-Graduação lato sensu em Processos Inovadores de ensino e aprendizagem na Educação Profissional (Senai),6,1
Montando uma seleção excelente de profissionais,cancelled,Pós-Graduação lato sensu em Processos Inovadores de Ensino e Aprendizagem na Educação Básica (Sesi),6,1
Matemática aplicada: Funções e equações,cancelled,Pós-Graduação lato sensu em Processos Inovadores de ensino e aprendizagem na Educação Profissional (Senai),6,1
A interação homem-máquina,cancelled,Pós-Graduação em Gestão Educacional e Novas Tecnologias,6,1
A magia da negociação,ongoing,Pós-Graduação em Liderança para Transformação Digital 4.0,6,1
O que é Educação Infantil?,pending,Pós-Graduação lato sensu em Processos Inovadores de Ensino e Aprendizagem na Educação Básica (Sesi),6,1
Juros e Empréstimos: a avaliação financeira de um projeto,ongoing,Pós-Graduação em Liderança para Transformação Digital 4.0,6,1
Gestão Financeira na Educação,cancelled,Pós-Graduação em Gestão Educacional e Novas Tecnologias,6,1
A magia da negociação,ongoing,Pós-Graduação lato sensu em Processos Inovadores de Ensino e Aprendizagem na Educação Básica (Sesi),6,1
O que um gestor precisa saber sobre didática,pending,Extensão em Negócios e Inovação,6,1
Tudo que você precisa saber sobre logística reversa,cancelled,Pós-Graduação lato sensu em Processos Inovadores de ensino e aprendizagem na Educação Profissional (Senai),6,1
Gestão estratégica da tecnologia da informação,pending,Pós-Graduação lato sensu em Processos Inovadores de ensino e aprendizagem na Educação Profissional (Senai),6,1
Gestão estratégica da tecnologia da informação,cancelled,Pós-Graduação lato sensu em Processos Inovadores de ensino e aprendizagem na Educação Profissional (Senai),6,1
Gestão estratégica da tecnologia da informação,ongoing,Pós-Graduação lato sensu em Processos Inovadores de Ensino e Aprendizagem na Educação Básica (Sesi),6,1
Gestão estratégica da tecnologia da informação,cancelled,Pós-Graduação lato sensu em Processos Inovadores de Ensino e Aprendizagem na Educação Básica (Sesi),6,1
Introdução a Sistemas de Informação e Comunicação,ongoing,Pós-Graduação lato sensu em Processos Inovadores de ensino e aprendizagem na Educação Profissional (Senai),6,1
A magia da negociação,cancelled,Pós-Graduação lato sensu em Processos Inovadores de ensino e aprendizagem na Educação Profissional (Senai),6,1
Analisando dados estatísticos,pending,Extensão em Negócios e Inovação,6,1
Gestão do conhecimento,cancelled,Pós-Graduação em Gestão Educacional e Novas Tecnologias,6,1
O que você precisa saber sobre Linguagem SQL,pending,Pós-Graduação lato sensu em Processos Inovadores de Ensino e Aprendizagem na Educação Básica (Sesi),6,1
"Gestão de Projetos Educacionais ",ongoing,Extensão em Negócios e Inovação,6,1
Introdução a Sistemas de Informação e Comunicação,cancelled,Pós-Graduação lato sensu em Processos Inovadores de ensino e aprendizagem na Educação Profissional (Senai),6,1
Tudo que você precisa saber sobre logística reversa,pending,Extensão em Negócios e Inovação,6,1
A sustentabilidade na era digital,cancelled,Pós-Graduação em Gestão Educacional e Novas Tecnologias,6,1
A interação homem-máquina,cancelled,Pós-Graduação em Controladoria e Finanças,6,1
O que é conhecimento?,pending,Extensão em Negócios e Inovação,6,1
Matemática aplicada: conceitos fundamentais,cancelled,Pós-Graduação lato sensu em Processos Inovadores de Ensino e Aprendizagem na Educação Básica (Sesi),6,1
Até onde vai o impacto da inovação na educação,pending,Extensão em Negócios e Inovação,6,1
Todos conectados: redes de computadores,pending,Extensão em Negócios e Inovação,6,1
Gestão de Compras,cancelled,Pós-Graduação lato sensu em Processos Inovadores de ensino e aprendizagem na Educação Profissional (Senai),6,1
Gestão da Qualidade de Softwares,ongoing,Pós-Graduação lato sensu em Processos Inovadores de ensino e aprendizagem na Educação Profissional (Senai),6,1
Matemática aplicada: Funções e equações,ongoing,Pós-Graduação lato sensu em Processos Inovadores de Ensino e Aprendizagem na Educação Básica (Sesi),6,1
A Gestão de Pessoas Contemporânea,pending,Pós-Graduação lato sensu em Processos Inovadores de Ensino e Aprendizagem na Educação Básica (Sesi),6,1
O que é conhecimento?,cancelled,Pós-Graduação lato sensu em Processos Inovadores de ensino e aprendizagem na Educação Profissional (Senai),6,1
Até onde vai o impacto da inovação na educação,pending,Pós-Graduação lato sensu em Processos Inovadores de Ensino e Aprendizagem na Educação Básica (Sesi),6,1
Gestão contábil e financeira,ongoing,Pós-Graduação lato sensu em Processos Inovadores de ensino e aprendizagem na Educação Profissional (Senai),6,1
Gestão contábil e financeira,ongoing,Pós-Graduação em Liderança para Transformação Digital 4.0,6,1
Introdução a Sistemas de Informação e Comunicação,pending,Extensão em Negócios e Inovação,6,1
Introdução a Administração Financeira,ongoing,Pós-Graduação lato sensu em Processos Inovadores de Ensino e Aprendizagem na Educação Básica (Sesi),6,1
Os desafios da prática pedagógica no ensino da língua escrita,pending,Pós-Graduação lato sensu em Processos Inovadores de Ensino e Aprendizagem na Educação Básica (Sesi),6,1
Avaliações internas e externas na educação,pending,Pós-Graduação lato sensu em Processos Inovadores de Ensino e Aprendizagem na Educação Básica (Sesi),6,1
Tipos e modelos de organizações,cancelled,Pós-Graduação lato sensu em Processos Inovadores de ensino e aprendizagem na Educação Profissional (Senai),6,1
Tipos e modelos de organizações,ongoing,Pós-Graduação lato sensu em Processos Inovadores de Ensino e Aprendizagem na Educação Básica (Sesi),6,1
Paradigmas pedagógicos,cancelled,Pós-Graduação lato sensu em Processos Inovadores de Ensino e Aprendizagem na Educação Básica (Sesi),6,1
Paradigmas pedagógicos,pending,Pós-Graduação lato sensu em Processos Inovadores de Ensino e Aprendizagem na Educação Básica (Sesi),6,1
Paradigmas pedagógicos,cancelled,Pós-Graduação lato sensu em Processos Inovadores de ensino e aprendizagem na Educação Profissional (Senai),6,1
Introdução a Administração Financeira,ongoing,Pós-Graduação em Liderança para Transformação Digital 4.0,6,1
Características e inteligências do líder na transformação digital,cancelled,Pós-Graduação em Gestão Educacional e Novas Tecnologias,6,1
A avaliação educacional é uma tarefa didática,ongoing,Pós-Graduação em Gestão Educacional e Novas Tecnologias,6,1
O que é Direito Administrativo?,pending,Extensão em Negócios e Inovação,6,1
Cidadão consciente promove o desenvolvimento,pending,Pós-Graduação lato sensu em Processos Inovadores de Ensino e Aprendizagem na Educação Básica (Sesi),6,1
Como aprendemos: Teorias de Aprendizagem,pending,Extensão em Negócios e Inovação,6,1
O que é Direito Administrativo?,cancelled,Pós-Graduação lato sensu em Processos Inovadores de Ensino e Aprendizagem na Educação Básica (Sesi),6,1
Como aprendemos: Teorias de Aprendizagem,cancelled,Pós-Graduação lato sensu em Processos Inovadores de ensino e aprendizagem na Educação Profissional (Senai),6,1
Como é a sociedade brasileira?,pending,Extensão em Negócios e Inovação,6,1
Como é a sociedade brasileira?,cancelled,Pós-Graduação lato sensu em Processos Inovadores de Ensino e Aprendizagem na Educação Básica (Sesi),6,1
Fundamentos da pedagogia,pending,Pós-Graduação lato sensu em Processos Inovadores de Ensino e Aprendizagem na Educação Básica (Sesi),6,1
Fundamentos da pedagogia,pending,Extensão em Negócios e Inovação,6,1
"Ética e Responsabilidade Social ",cancelled,Pós-Graduação lato sensu em Processos Inovadores de Ensino e Aprendizagem na Educação Básica (Sesi),6,1
Medindo o desempenho em Gestão de Pessoas,cancelled,Pós-Graduação lato sensu em Processos Inovadores de Ensino e Aprendizagem na Educação Básica (Sesi),6,1
Planejar para empreender! Plano de negócios e Modelo de negócios,pending,Extensão em Negócios e Inovação,6,1
Sistemas operacionais para leigos,pending,Extensão em Negócios e Inovação,6,1
Competitividade de mercado,pending,Pós-Graduação lato sensu em Processos Inovadores de Ensino e Aprendizagem na Educação Básica (Sesi),6,1
Como é o planejamento pedagógico?,pending,Pós-Graduação lato sensu em Processos Inovadores de Ensino e Aprendizagem na Educação Básica (Sesi),6,1
Comportamento organizacional,pending,Pós-Graduação em Gestão Empresarial,6,1
Compras na Administração Pública,ongoing,Pós-Graduação lato sensu em Processos Inovadores de ensino e aprendizagem na Educação Profissional (Senai),6,1
"Conceitos de linguagem e comunicação: fala, escrita e técnicas de leitura",pending,Pós-Graduação lato sensu em Processos Inovadores de ensino e aprendizagem na Educação Profissional (Senai),6,1
Entendendo Banco de Dados,ongoing,Pós-Graduação lato sensu em Processos Inovadores de Ensino e Aprendizagem na Educação Básica (Sesi),6,1
Planejar para empreender! Plano de negócios e Modelo de negócios,cancelled,Pós-Graduação lato sensu em Processos Inovadores de Ensino e Aprendizagem na Educação Básica (Sesi),6,1
Montando uma seleção excelente de profissionais,pending,Pós-Graduação lato sensu em Processos Inovadores de ensino e aprendizagem na Educação Profissional (Senai),6,1
Captação e monetização para inovação,ongoing,Pós-Graduação em Controladoria e Finanças,4,1
Mãos na massa! – Ferramentas para Criatividade e Inovação,ongoing,Pós-Graduação em Controladoria e Finanças,4,1
Introdução a Sistemas de Informação e Comunicação,ongoing,Pós-Graduação em Liderança para Transformação Digital 4.0,4,1
Introdução a Sistemas de Informação e Comunicação,cancelled,Pós-Graduação em Gestão Educacional e Novas Tecnologias,4,1
Inovar para o sucesso!,ongoing,Pós-Graduação em Gestão Educacional e Novas Tecnologias,4,1
Indicadores financeiros básicos,ongoing,Pós-Graduação em Gerenciamento de Projetos,4,1
Gestão por competências como modelo de gestão estratégica,pending,Pós-Graduação em Gestão Empresarial,4,1
Gestão Financeira na Educação,ongoing,Pós-Graduação em Gestão Educacional e Novas Tecnologias,4,1
Gestão escolar: espaço para a participação,ongoing,Pós-Graduação em Gestão Educacional e Novas Tecnologias,4,1
"Gestão de Projetos Educacionais ",cancelled,Extensão em Negócios e Inovação,4,1
A interação homem-máquina,cancelled,Extensão em Negócios e Inovação,4,1
Organizações digitais e Oportunidades exponenciais,pending,Pós-Graduação em Gestão Empresarial,4,1
Organizações que mudam e evoluem,ongoing,Pós-Graduação em Gerenciamento de Projetos,4,1
Organizações que mudam e evoluem,cancelled,Pós-Graduação em Gestão Educacional e Novas Tecnologias,4,1
Gestão contábil e financeira,ongoing,Pós-Graduação em Gerenciamento de Projetos,4,1
"Gestão Ágil, Modular e Flexível",ongoing,Pós-Graduação em Liderança para Transformação Digital 4.0,4,1
Gerenciamento de portfólio: Escritório de Projetos,cancelled,Extensão em Negócios e Inovação,4,1
Valorização profissional – Retenção de profissionais,ongoing,Pós-Graduação em Gerenciamento de Projetos,4,1
Games educativos: o jogo de aprender,ongoing,Pós-Graduação em Gestão Educacional e Novas Tecnologias,4,1
"Ética e Responsabilidade Social ",ongoing,Pós-Graduação em Gerenciamento de Projetos,4,1
Entendendo Banco de Dados,pending,Pós-Graduação em Gestão Empresarial,4,1
Entendendo as relações trabalhistas,ongoing,Pós-Graduação em Gerenciamento de Projetos,4,1
Empreendedorismo: explorando o Universo,cancelled,Pós-Graduação em Liderança para Transformação Digital 4.0,4,1
Educação 4.0: O que devemos esperar,pending,Pós-Graduação em Gestão Empresarial,4,1
Educação 4.0: O que devemos esperar,cancelled,Pós-Graduação em Controladoria e Finanças,4,1
Economia Empresarial ampliando a visão de negócios,ongoing,Pós-Graduação em Controladoria e Finanças,4,1
Sem escopo não existe projeto,cancelled,Pós-Graduação em Gerenciamento de Projetos,4,1
Valorização profissional – Retenção de profissionais,pending,Pós-Graduação em Gestão Empresarial,4,1
Comportamento organizacional,ongoing,Pós-Graduação em Gerenciamento de Projetos,4,1
Competitividade de mercado,ongoing,Pós-Graduação em Controladoria e Finanças,4,1
Uma caixa de ferramentas para o gerenciamento de projetos,ongoing,Pós-Graduação em Gestão Educacional e Novas Tecnologias,4,1
Medindo o desempenho em Gestão de Pessoas,ongoing,Pós-Graduação em Gerenciamento de Projetos,4,1
Matemática Financeira: Análise financeira de Juros,ongoing,Pós-Graduação em Gestão Educacional e Novas Tecnologias,4,1
Mãos na massa! – Ferramentas para Criatividade e Inovação,ongoing,Pós-Graduação em Gestão Educacional e Novas Tecnologias,4,1
O líder desenvolvendo equipes,cancelled,Pós-Graduação em Gerenciamento de Projetos,4,1
O líder desenvolvendo equipes,cancelled,Pós-Graduação em Gestão Educacional e Novas Tecnologias,4,1
Sem escopo não existe projeto,ongoing,Pós-Graduação em Controladoria e Finanças,2,1
Layout industrial inteligente,cancelled,Pós-Graduação em Gestão Educacional e Novas Tecnologias,2,1
Logística e a movimentação de materiais,cancelled,Pós-Graduação em Liderança para Transformação Digital 4.0,2,1
Sem escopo não existe projeto,cancelled,Pós-Graduação em Gestão Educacional e Novas Tecnologias,2,1
"Estratégia para a indústria 4.0 ",cancelled,Pós-Graduação em Liderança para Transformação Digital 4.0,2,1
Logística e a movimentação de materiais,ongoing,Pós-Graduação em Liderança para Transformação Digital 4.0,2,1
"Estratégia para a indústria 4.0 ",ongoing,Pós-Graduação em Liderança para Transformação Digital 4.0,2,1
Competitividade de mercado,ongoing,Pós-Graduação em Liderança para Transformação Digital 4.0,2,1
Mãos na massa! – Ferramentas para Criatividade e Inovação,ongoing,Pós-Graduação em Liderança para Transformação Digital 4.0,2,1
A avaliação educacional é uma tarefa didática,cancelled,Pós-Graduação em Controladoria e Finanças,2,1
"Ética e Responsabilidade Social ",cancelled,Pós-Graduação em Gerenciamento de Projetos,2,1
Games educativos: o jogo de aprender,ongoing,Extensão em Negócios e Inovação,2,1
Games educativos: o jogo de aprender,cancelled,Pós-Graduação em Controladoria e Finanças,2,1
Planejamento Estratégico: diminuir riscos e promover o crescimento,ongoing,Pós-Graduação em Liderança para Transformação Digital 4.0,2,1
Tecnologias Digitais e a escola do futuro,cancelled,Pós-Graduação em Controladoria e Finanças,2,1
Planejamento Estratégico: diminuir riscos e promover o crescimento,ongoing,Pós-Graduação em Controladoria e Finanças,2,1
A experiência do consumidor 4.0,cancelled,Pós-Graduação em Liderança para Transformação Digital 4.0,2,1
"Vamos entender o mercado! - Introdução ao Marketing ",cancelled,Pós-Graduação em Controladoria e Finanças,2,1
Características e inteligências do líder na transformação digital,ongoing,Pós-Graduação em Liderança para Transformação Digital 4.0,2,1
Tecnologias Facilitadoras e exponenciais,pending,Pós-Graduação em Gestão Empresarial,2,1
Games educativos: o jogo de aprender,pending,Pós-Graduação em Gestão Empresarial,2,1
Captação e monetização para inovação,pending,Pós-Graduação em Gestão Empresarial,2,1
Captação e monetização para inovação,cancelled,Pós-Graduação em Gestão Educacional e Novas Tecnologias,2,1
Gerenciamento de portfólio: Escritório de Projetos,cancelled,Pós-Graduação em Controladoria e Finanças,2,1
Gerenciamento de portfólio: Escritório de Projetos,ongoing,Pós-Graduação em Controladoria e Finanças,2,1
"Gestão Ágil, Modular e Flexível",cancelled,Extensão em Negócios e Inovação,2,1
Business Intelligence e Analytics,cancelled,Pós-Graduação em Liderança para Transformação Digital 4.0,2,1
Business Intelligence e Analytics,cancelled,Extensão em Negócios e Inovação,2,1
"Gestão Ágil, Modular e Flexível",pending,Pós-Graduação em Gestão Empresarial,2,1
A experiência do consumidor 4.0,ongoing,Pós-Graduação em Liderança para Transformação Digital 4.0,2,1
Organizações digitais e Oportunidades exponenciais,ongoing,Pós-Graduação em Liderança para Transformação Digital 4.0,2,1
Organizações digitais e Oportunidades exponenciais,cancelled,Pós-Graduação em Liderança para Transformação Digital 4.0,2,1
A sustentabilidade na era digital,ongoing,Pós-Graduação em Liderança para Transformação Digital 4.0,2,1
A sustentabilidade na era digital,cancelled,Pós-Graduação em Liderança para Transformação Digital 4.0,2,1
Um olhar para o futuro com as Tendências e os Cenários Econômicos,cancelled,Pós-Graduação em Gestão Educacional e Novas Tecnologias,2,1
Um olhar para o futuro com as Tendências e os Cenários Econômicos,ongoing,Pós-Graduação em Controladoria e Finanças,2,1
A experiência do consumidor 4.0,cancelled,Pós-Graduação em Controladoria e Finanças,2,1
A sustentabilidade na era digital,ongoing,Pós-Graduação em Controladoria e Finanças,2,1
Gestão escolar: espaço para a participação,ongoing,Extensão em Negócios e Inovação,2,1
Tudo que você precisa saber sobre logística reversa,pending,Pós-Graduação em Gestão Empresarial,2,1
Tudo que você precisa saber sobre logística reversa,cancelled,Pós-Graduação em Liderança para Transformação Digital 4.0,2,1
Tudo que você precisa saber sobre logística reversa,ongoing,Pós-Graduação em Liderança para Transformação Digital 4.0,2,1
Gestão escolar: espaço para a participação,cancelled,Pós-Graduação em Controladoria e Finanças,2,1
Gestão Financeira na Educação,cancelled,Extensão em Negócios e Inovação,2,1
Gestão Financeira na Educação,ongoing,Extensão em Negócios e Inovação,2,1
Uma caixa de ferramentas para o gerenciamento de projetos,cancelled,Extensão em Negócios e Inovação,2,1
Gestão Financeira na Educação,cancelled,Pós-Graduação em Controladoria e Finanças,2,1
Gestão por competências como modelo de gestão estratégica,ongoing,Pós-Graduação em Controladoria e Finanças,2,1
Gestão por competências como modelo de gestão estratégica,ongoing,Pós-Graduação em Gestão Educacional e Novas Tecnologias,2,1
Gestão por competências como modelo de gestão estratégica,cancelled,Pós-Graduação em Liderança para Transformação Digital 4.0,2,1
Impulsionando a captação de dinheiro para novos negócios,cancelled,Extensão em Negócios e Inovação,2,1
Indicadores financeiros básicos,pending,Pós-Graduação em Gestão Empresarial,2,1
Introdução a Administração Financeira,ongoing,Pós-Graduação em Gestão Educacional e Novas Tecnologias,2,1
O ciclo de vida de um projeto: do nascimento ao encerramento,ongoing,Extensão em Negócios e Inovação,2,1
O ciclo de vida de um projeto: do nascimento ao encerramento,ongoing,Pós-Graduação em Controladoria e Finanças,2,1
Uma caixa de ferramentas para o gerenciamento de projetos,cancelled,Pós-Graduação em Gestão Educacional e Novas Tecnologias,2,1
Um olhar para o futuro com as Tendências e os Cenários Econômicos,cancelled,Extensão em Negócios e Inovação,2,1
A interação homem-máquina,ongoing,Pós-Graduação em Controladoria e Finanças,2,1
Metodologias ativas em que o aluno é protagonista do aprendizado,cancelled,Pós-Graduação em Controladoria e Finanças,2,1
O ciclo de vida de um projeto: do nascimento ao encerramento,cancelled,Pós-Graduação em Liderança para Transformação Digital 4.0,2,1
Metodologias ativas em que o aluno é protagonista do aprendizado,ongoing,Extensão em Negócios e Inovação,2,1
Introdução a Administração Financeira,pending,Pós-Graduação em Gestão Empresarial,2,1
O líder desenvolvendo equipes,ongoing,Pós-Graduação em Gestão Educacional e Novas Tecnologias,2,1
Uma caixa de ferramentas para o gerenciamento de projetos,cancelled,Pós-Graduação em Liderança para Transformação Digital 4.0,2,1
Crescendo de forma Sustentável,ongoing,Pós-Graduação em Controladoria e Finanças,2,1
Design thinking para educadores: práticas e soluções para o cotidiano escolar,ongoing,Extensão em Negócios e Inovação,2,1
Crescendo de forma Sustentável,cancelled,Extensão em Negócios e Inovação,2,1
Economia Empresarial ampliando a visão de negócios,cancelled,Extensão em Negócios e Inovação,2,1
Educação 4.0: O que devemos esperar,cancelled,Extensão em Negócios e Inovação,2,1
Educação 4.0: O que devemos esperar,ongoing,Extensão em Negócios e Inovação,2,1
Empreendedorismo: explorando o Universo,pending,Pós-Graduação em Gestão Empresarial,2,1
"Estratégia para a indústria 4.0 ",cancelled,Pós-Graduação em Controladoria e Finanças,2,1
"Estratégia para a indústria 4.0 ",ongoing,Pós-Graduação em Controladoria e Finanças,2,1
Comportamento organizacional,ongoing,Pós-Graduação em Liderança para Transformação Digital 4.0,2,1